景点名字,经纬度,地址,已售票数
退思园,"120.721836,31.170078",江苏省吴江市同里镇古镇区新填街234号,43
盐城大丰梦幻迷宫,"120.397081,32.981003",江苏省盐城市大丰草堰镇,8
曾园,"120.742151,31.648104",江苏省苏州常熟市甸桥东路,36
常熟海星岛乐园,"120.762219,31.600392",江苏省苏州市常熟市江苏省常熟市穿湖大堤北侧,80
南京博物院,"118.831639,32.046813",江苏省南京市玄武区中山东路321号,76
连云港东海森林温泉,"118.579007,34.674713",江苏省连云港市东海县李埝生态旅游度假区,2
无锡鹅湖玫瑰文化园,"120.553769,31.515136",江苏省无锡市锡山区鹅湖镇鹅湖村蒋塘坝,71
东海颐家露天温泉,"118.685571,34.609215",江苏省连云港市东海县泳馆路3号,4
无锡华莱坞影都,"120.283894,31.473753",江苏无锡市蠡湖大道2009号,4
湖熟菊花园,"118.944857,31.813803",南京市江宁区湖熟街道湖熟菊花园,59
天目湖天沐温泉,"119.458805,31.329554",江苏省常州市溧阳市天目湖镇迎宾大道288号,2
火车来斯,"118.833185,31.886815",江苏省南京市江宁区秣陵街道东南大学路1号（杏花村内）,58
山塘昆曲馆,"120.607484,31.324256",江苏苏州金阊区山塘街通贵桥下塘45号,2
泰州凤城河梅园景区,"119.936656,32.491548",江苏省泰州市海陵区迎春东路90号,14
天地石刻园,"119.664956,32.060518",江苏省丹阳市开发区凤凰湖畔,14
云台阁,"119.437294,32.219754",江苏省镇江市润州区伯先路云台山顶,65
苏州乐活岛度假乐园,"120.52247,31.157129",江苏省苏州市吴中区临湖镇湖桥大道8号,51
荷花荡,"119.241054,32.869677",江苏省淮安市金湖县闵桥镇横桥联圩,75
扬州宝应湖国家湿地公园,"119.323703,33.145218",江苏省扬州市宝应县正润路,4
直立人化石遗址博物馆,"118.883038,31.901771",江苏省南京市江宁区汤山街道,43
鹅鼻嘴公园,"120.280543,31.940341",江苏省无锡江阴市黄山路288号,2
宿迁欢乐岛,"118.282462,34.066491",江苏省宿迁市新城开发区滨湖新城环湖大道8号,42
盐城金鹰海洋世界,"120.169557,33.346772",江苏省盐城市解放南路268号金鹰聚龙湖购物中心负一楼,56
苏州海洋馆,"120.39116,31.22364",江苏省苏州市太湖国家旅游度假区环太湖大道28号,6
李香君故居陈列馆,"118.795387,32.024818",江苏省南京市秦淮区夫子庙钞库街38号,6
卢氏盐商住宅,"119.458464,32.389688",扬州市广陵区康山街22号,98
克拉嗨谷,"118.286172,33.998201",江苏省宿迁市湖滨新城郁金香路1号,6
书香世家树山温泉,"120.467617,31.373843",江苏省苏州市虎丘区高新区树山生态村树山休闲广场,86
华侨城,"120.091487,32.618157",江苏省姜堰市溱湖大道2号,54
周恩来纪念馆,"119.15732,33.521605",江苏省淮安市楚州区楚州大道201号,39
息心寺,"120.348313,33.794136",江苏盐城市射阳县海通镇射阳河闸南首,42
光福景区,"120.408395,31.29338",江苏省苏州市吴中区光福镇司徒庙西侧,30
唐城遗址,"119.424942,32.427586",江苏省扬州市维扬区平山堂蜀冈东峰1号,97
潘安湖湿地公园,"117.385957,34.37001",江苏省徐州市贾汪区310国道与徐贾快速通道交汇处,6
铁山寺国家森林公园,"118.483689,32.739871",江苏省淮安市盱眙县铁山寺,14
淮海战役烈士纪念塔园林,"117.200998,34.240226",江苏省徐州市泉山区解放南路2号,84
1345温泉度假酒店,"118.792603,32.018881",江苏省南京秦淮区上江考棚8号（老门东景区）,36
苏州太湖公园,"120.449369,31.225317",江苏省苏州市吴中区胥香路与环太湖大道交汇处,46
里运河文化长廊,"119.04619,33.597202",江苏省淮安市清浦区中洲岛清江浦景区游客中心游船码头,68
梅园新村纪念馆,"118.807896,32.048549",江苏省南京市玄武区汉府街18号,89
中华孝道园,"120.074255,31.480282",江苏省常州市武进区太湖湾旅游度假区,6
彭祖园,"117.19228065663,34.246063599284",江苏省徐州市泰山路,72
平江历史文化街区,"120.64138,31.315151",苏州市平江区平江路,41
古淮河文化生态景区,"119.099932,33.626704",江苏省淮安市清河新区河畔路1号,56
天乐湖温泉度假村,"119.132106,32.386402",江苏省扬州仪征市月塘镇四庄村江扬路1号,72
缥缈峰,"120.271391,31.127413",江苏省苏州市吴中区金庭镇,18
孙武文化园,"120.446875,31.275216",江苏省苏州吴中区藏书镇穹窿山风景区松海路,4
大如意圣境（苏州大观音禅寺）,"120.248019,31.102564",江苏省苏州市金庭镇（太湖西山岛）绮里坞,48
大阳山文殊寺,"120.474839,31.345723",江苏省苏州市新区浒墅关经济开发区阳山环路8号,49
雪浪山生态景观园,"120.268999,31.462488",江苏省无锡市滨湖区太湖镇,49
洪泽湖湿地温泉度假村,"118.379546,33.270594",江苏省宿迁市泗洪县临淮镇通湖大道温泉路1号,43
恬庄古街,"120.67679,31.783628",江苏省苏州市张家港市凤凰镇恬庄古街,2
紫金庵,"120.392353,31.065428",江苏省苏州市吴中区东山镇,44
无锡太湖游船,"120.289685,31.535018",江苏无锡市滨湖区香雪路与环湖路交汇处,82
环球恐龙城大剧场《疯狂恐龙人》演出,"120.013869,31.826007",江苏常州新北区中华恐龙园东南方500米处,74
军事文化遗址公园,"120.29453,31.938848",江苏省无锡江阴市崇安区公园路159号,79
大丰港海洋世界,"120.727004,33.235025",江苏省盐城大丰市盐土大地海洋生物产业科技园,18
南京万达主题乐园,"118.991305,32.125482",江苏省南京市栖霞区仙林大道与守敬路交汇处南京万达茂1楼2楼,6
竹海漂流,"119.488049,31.182243",江苏省溧阳市戴埠镇松岭村竹海漂流,4
御豪汤山温泉,"119.073759,32.054051",江苏省南京市江宁区汤泉东路288号,96
泰州凤城河桃园景区,"119.937289,32.486995",江苏省泰州市老街迎春东路交叉口南350米,14
“遨天一号”太空科技体验馆,"120.284347,31.474116",江苏省无锡市滨湖区蠡湖大道2009号（无锡国家数字电影产业园C区）,2
中山植物园,"118.841136,32.060186",江苏省南京市玄武区中山门外前湖后村1号,34
王焰温泉,"120.594975,31.087999",江苏省苏州市吴江市太湖新城菀,83
莫愁湖公园,"118.769515,32.037629",江苏省南京市建邺区水西门大街132号（南门）,46
东山雕花楼,"120.411242,31.084392",江苏省苏州市吴中区吴县东山镇紫金路58号,4
南京科技馆,"118.79043201981,31.992025921394",江苏省南京市雨花台区紫荆花路9号,40
吴都阖闾城遗址博物馆,"120.13548,31.524294",江苏省无锡市滨湖区太湖国家旅游度假区阖闾村闾江口,43
瘦西湖游船,"119.355533,32.471944",江苏省扬州市邗江区御码头（瘦西湖景区外，天宁寺西侧、西园饭店门口）,56
啬园,"120.914921,31.970381",江苏省南通市崇川区南郊路150号,94
常州龙凤谷景区,"120.04208,31.558014",江苏省常州市武进区雪堰镇凤凰村委288号,79
蒋巷村,"120.973647,31.511973",江苏省苏州常熟市支塘镇蒋巷村,90
淮上明珠温泉度假村,"118.605263,33.195271",江苏省淮安市洪泽县老子山镇湖滨路1号,84
土山古镇,"117.857759,34.223236",江苏省徐州市邳州区,40
南通水上乐园,"120.864515,32.04813",江苏省南通市港闸区北大街1号,42
老子山温泉山庄,"118.605746,33.194958",江苏省淮安市洪泽县老子山镇湖滨路108号,2
紫海蓝山薰衣草庄园,"117.557362,34.450563",徐州贾汪督公湖景区内紫海蓝山薰衣草庄园,64
福如东海温泉大酒店小松原温泉,"118.684667,34.614398",江苏省连云港市东海县温泉旅游度假区汤姑路6号（近温泉路）,59
泰州凤城河日涉园,"119.925194,32.491921",江苏省泰州市海陵区海陵南路436号,48
郡岭山庄温泉,"117.128297,34.195627",江苏省徐州市中山南路延长段汉王镇葛楼村（泉山森林海对面）,55
艾酷极限蹦极,"120.010797,31.828372",江苏省常州市新北区河海街道河海东路60号,8
南京汤山圣泉温泉,"119.073654,32.055466",江苏省南京市江宁区汤山镇汤泉东路228号,64
寄畅园,"120.276949,31.586343",江苏省无锡市滨湖区,97
可园,"120.63113554928,31.301333668382",江苏省苏州市沧浪区人民路48号,2
定园,"120.587097,31.33341",江苏省苏州金阊区虎丘茶花村普福路1号,77
星空3D艺术展怪屋,"118.784352,32.046497",江苏省南京市秦淮区石鼓路107号华威大厦15A,8
同曦恐龙主题乐园,"118.828559,31.948318",江苏南京市江宁区双龙大道1351号同曦万尚城（同曦假日百货6楼，地铁一号线胜太路站1号出口）,10
扬州八怪纪念馆,"119.437966,32.404712",江苏省扬州市广陵区驼岭巷18号扬州八怪纪念馆,98
天德湖温泉,"119.926286,32.436157",江苏省泰州市海陵区海陵南路268号,6
方塔园,"120.755335,31.65157",江苏省常熟市环城东路方塔园,2
MEWE创世界城堡,"119.95708,31.710626",江苏省常州市武进区湖塘镇花园街路劲又一城商场2楼,2
宝船厂遗址,"118.739957,32.066758",江苏省南京市鼓楼区漓江路57号,82
阳山桃花岛景观公园,"120.120776,31.590626",江苏省无锡市阳山镇桃源西路1号桃文化广场,43
宿迁晓店温泉,"118.312315,34.066913",江苏省宿迁市宿豫区湖滨新城紫薇大道与青桐路交汇处,37
梁鸿湿地公园,"120.532964,31.503153",江苏省无锡市滨湖区鸿山街道梁鸿村占桥80号,6
苏州灵岩山,"120.50584,31.270461",江苏省苏州市吴中区木渎古镇山塘街市梢,70
徐州海底世界,"117.201675,34.230229",江苏省徐州市泉山区解放南路三胞广场负1-2层（矿大文昌校区前）,12
九龙口,"119.613263,33.402787",江苏省盐城市建湖县蒋营镇,2
华夏宝盛园,"119.336893,31.816171",江苏省常州市金坛市薛埠镇茅山风景区内（X206附近）,4
雨后山林温泉,"120.570901,31.643885",江苏省无锡市锡山区羊尖镇,67
紫砂博览馆,"120.254323,31.506185",江苏省无锡市滨湖区归元紫砂博览馆,47
扬州极地海洋世界,"119.530247,32.430717",江苏省扬州市生态科技新城泰安镇1912小镇三期北侧,28
千垛景区,"119.821504,33.035235",江苏省泰州兴化市缸顾乡东旺村,90
颐舍温泉,"120.478785,31.132426",江苏省苏州市吴中区临湖镇银藏路8号,32
千垛菜花风景区,"119.823854,33.035238",江苏省泰州市兴化市缸顾乡东旺村东侧,42
余山岛,"120.416676,31.109742",苏州市吴中区东山镇岱心湾,2
东方大寿星园,"120.553109,32.368768",江苏省南通如皋市花市路,33
南通3D错觉趣味馆,"120.895056,31.971848",南通市崇川区工农路与桃园路交汇处星光耀广场5号楼5楼,4
都梁射击场,"118.510041,32.999519",淮安市盱眙县盱城镇都梁大道88号,79
星期九生态农庄,"120.876815,31.434016",江苏省苏州市昆山市巴城镇迎宾西路,8
汪氏小苑,"119.453461,32.401441",江苏省扬州市广陵区东圈门历史街区地官第18号,18
安丰古街,"120.415954,32.734678",江苏省东台市安丰镇通榆路151号,87
紫一川•日式汤泉,"120.796621,31.420031",江苏省苏州市工业园区阳澄湖半岛慈云路6号,4
未来农林大世界,"120.492808,31.1824",江苏省苏州市吴中区环湖路8号,34
明祖陵,"118.479806,33.081578",江苏省淮安市盱眙县明祖陵镇境内,78
周庄纸箱王创意园区,"120.854824,31.119877",江苏省苏州昆山市周庄古镇全福路19号纸箱王主题创意园区,89
太仓公园,"121.107604,31.452052",江苏省苏州市太仓市县府西街40号,62
南山竹海古株山庄,"119.541376,31.184946",江苏省常州溧阳市横涧镇李家园村下场园52号,76
大景山景区,"117.54807,34.446395",江苏徐州贾汪区山水大道大景山景区（督公湖景区向西一公里）,94
伊甸园,"119.322029,34.316955",江苏省连云港市灌云县伊山镇川星村五组,39
苏州梦幻乐园,"120.503666,31.259081",江苏省苏州市吴中区胥口镇苏福路与孙武路交汇处西200米（石家饭店对面）,59
中国绿化博览园,"118.720065,32.028879",江苏省南京市建邺区扬子江大道228号,30
森禾•金沙洲玫瑰园,"120.598723,31.949672",苏州市张家港市环新北路与悦兴北路的交叉口金沙洲玫瑰园,40
菊花台九烈士墓,"118.787456,32.001802",江苏省南京市雨花台区近郊雨花台西边,77
韦岗温泉,"119.325267,32.107711",江苏省镇江市丹徒区西郊高骊山下韦岗,54
万佛塔,"119.48628,32.242896",江苏省镇江市京口区焦山公园,85
晋苏鑫游乐园,"118.665977,32.126047",南京市浦口区珍珠街182号珍珠泉西大门6号窗口,31
中华水浒园,"120.315741,33.074192",盐城市大丰市大丰区白驹镇204国道西侧,40
白马湖森林公园,"119.04623,33.324055",江苏省淮安市洪泽区黄集镇曹圩村,96
了凡庄园,"120.964349,32.639307",江苏省南通市海安县老坝港海滨新区（角斜镇）金港大道288号,54
沐兰汤温泉汗蒸会馆,"120.641847,31.370924",江苏省苏州市相城区阳澄湖中路99号华宇星云汇广场1F103,75
太湖牛仔幸福温泉,"120.392493,31.223416",江苏省苏州太湖国家旅游度假区,34
青松岭森林公园,"118.57181,34.696954",江苏省连云港市东海县李埝乡李埝林场境内,95
云海间度假酒店,"119.552402,31.237399",江苏省无锡市宜兴云湖度假区,33
中洋河豚庄园,"120.910236,32.6157",江苏省南通市海安县滨海新区川港路68号,72
江苏江宁汤山方山国家地质公园博物馆,"118.891285,31.909802",江苏省南京市江宁区汤山街道汤泉西路169号,68
纽斯汤泉,"118.744848,32.033559",江苏省南京市建邺区江东中路118号德盈大厦,96
周庄绿乐园,"120.86378,31.129981",江苏省苏州市昆山市周庄镇周庄全旺路88号,8
欢乐水世界,"119.070071,33.592742",江苏省淮安市深圳路一号尚东国际(淮安市开发区深圳路交巡警警察大队对面),52
盐城卡迪欢乐世界,"120.234297,33.388103",江苏省盐城市经济开发区新都东路98号（国际会展中心东侧）,75
无锡汉拿山,"120.221813,31.633363",江苏省无锡市惠山区洛城大道115号,66
现代农业科技展览馆,"118.947016,31.809956",江苏省南京市江宁区湖熟街道周岗尚桥生态园,37
太湖雪蚕桑文化园,"120.507352,30.942399",江苏省苏州市吴江区震泽镇震泽省级湿地公园内,61
宜兴海啦啦城市乐园,"119.862917,31.359098",江苏省无锡市宜兴市解放东路886号,58
富侨汤泉,"119.851712,31.80363",江苏省常州市钟楼区邹区镇环镇路3号,90
西溪旅游文化景区,"120.294675,32.843293",江苏省盐城市东台西溪旅游文化景区,2
欢乐岛游乐园,"120.462669,31.140343",江苏省苏州市吴中区临湖镇临湖路889号,71
同曦积木乐园,"118.82851,31.948787",江苏省南京市江宁区双龙大道1351号同曦万尚城6楼（恐龙园对面）,93
金河湾温泉酒店,"120.871705,31.265396",江苏省苏州市吴中区甪直古镇甫澄北路七号,58
幕燕滨江风貌区,"118.821648,32.152509",江苏省南京市近郊栖霞区燕子矶西南幕府山沿江,88
天目湖御湖半岛温泉,"119.455109,31.314737",江苏省常州市溧阳市天目湖环湖东路8号,63
南京汤山茶园露天温泉,"119.059445,32.073131",江苏省南京市江宁区汤山镇环镇北路58号,47
大金山,"119.125542,31.701176",江苏省南京市溧水县东屏镇金山路99号,60
淮安天鹅湾云端温泉,"118.769504,33.106034",江苏省淮安市洪泽区蒋坝镇彭祖大道1号,4
雪浪山漂流,"120.314858,31.516027",江苏省无锡市滨湖区太湖镇,6
桠溪国际慢城,"119.100475,31.385992",江苏省南京市高淳县桠溪镇,78
周庄万三水上财道游船,"120.855997,31.121369",江苏省苏州市昆山市周庄镇万三财道码头（古戏台边）,68
阳澄湖大闸蟹—阳澄湖双蟹居农家乐,"120.756587,31.43135",江苏省苏州市相城区阳澄湖景区庙港桥北老水产市场,63
白马公园时光岛乐园,"118.823055,32.067518",江苏南京市玄武区白马公园旁近紫金茶厂,62
天鹅湾金陵酒店温泉,"118.769506,33.106047",江苏省淮安市洪泽区蒋坝镇彭祖大道1号,51
《太湖传奇》,"120.182195,31.574663",无锡市惠州区钱藕路2号江南影视艺术学院内彩虹剧场,79
书码头,"120.322462,31.564085",江苏省无锡市南长区南长街,43
星期8小镇（连云港嘉瑞宝店）,"119.374659,34.744081",连云港市中山西路111号嘉瑞宝广场3楼星期8小镇,2
跑跑汽车乐园,"121.132101,31.297775",江苏省苏州市昆山市花桥镇商祥路55号汇金大夏二楼,2
台湾主题文化园,"118.784091,31.758486",江苏省南京市江宁区台湾创意农业旅游区,45
徐州云龙山索道,"117.182789,34.241518",江苏省徐州市云龙区云龙山风景区,72
东方水城威尼斯,"120.609833,31.321625",江苏省苏州市金阊区山塘街18号白居易纪念苑内白居易码头,53
古寿圣寺,"120.090833,32.526229",江苏省泰州姜堰市溱湖大道2号,81
绿羊温泉欢乐庄园,"120.56882,31.646467",江苏省无锡市锡山区羊尖镇丽安村绿羊温泉内,67
严家花园,"120.515372,31.258683",江苏省苏州市吴中区木渎镇山塘街,99
龙池山,"119.704639,31.222651",江苏省无锡市宜兴市张渚镇阳羡茶产业园,75
全福讲寺,"120.846313,31.119676",江苏省苏州昆山市周庄镇周庄风景区内,92
秋雪湖欢乐水世界,"119.986483,32.560211",江苏省泰州市秋雪湖生态景区秋雪湖大道北端,36
七仙大福村,"118.708374,31.652223",江苏省南京市江宁区横溪镇西岗社区七仙大福村,33
赵园,"120.742007,31.64802",江苏常熟市城区西南隅翁府前,38
湖滏深氧健身公园,"119.761994,31.231631",江苏省无锡市宜兴市湖滏镇油车水库旁,73
竹海富陶温泉,"119.74527,31.217903",江苏省无锡市宜兴市阳羡生态旅游区阳岭路1号,74
三潭映月,"120.69429648179,31.16694098847",江苏吴江市静思园景区,86
陈园,"119.325175,32.480165",江苏省扬州市扬州甘泉镇长塘村高庄组,41
苏州太湖新天地休闲公园,"120.432115,31.221276",江苏省苏州吴中区太湖国家旅游度假区环太湖大道108号（中信太湖城知湖轩旁）,97
乌巾荡柏兹温泉,"119.848768,32.960465",江苏省泰州市兴化市长安北路519号,50
秦淮河画舫码头,"118.792055,32.017077",江苏省南京市鼓楼区外秦淮河游船码头东长干巷公园内（近中华门城堡）,2
鸡鸣寺,"118.802157,32.066601",江苏省南京市玄武区鸡鸣寺路1号,77
东海森林温泉,"118.573677,34.692471",江苏省连云港市东海县李埝生态旅游度假区,72
阳澄湖半岛旅游度假区,"120.783616,31.418724",江苏省苏州市工业园区阳澄湖半岛,4
宋夹城考古遗址公园,"119.428416,32.420629",江苏省扬州市维扬区长春路瘦西湖天沐温泉度假村北300米,61
夫子庙商业街,"118.796482,32.027765",江苏省南京市秦淮区夫子庙商业街,79
连云港老街,"119.462119,34.735961",江苏省连云港连云区胜利路115号,2
双沟酒业文化旅游区,"118.19103,33.231109",江苏省宿迁市泗洪县双沟镇双沟酒业游客接待中心,34
盗梦空间真人密室逃脱,"120.314701,31.585074",江苏省无锡市崇安区解放东路900号兴盛大厦2002室,32
老门东历史街区,"118.793804,32.017204",江苏省南京市秦淮区箍桶巷侧一带,64
水浒城影视梦工场,"120.241734,31.488558",江苏省无锡市滨湖区山水西路水浒城旅游景区樊楼处,4
活的3D博物馆,"120.521456,31.283046",江苏省苏州市吴中区木渎镇金山南路288号影视城8号楼。,46
格林乡村公园,"120.496401,31.019885",江苏省苏州吴江市七都镇,81
徐州民俗博物馆,"117.196973,34.260376",江苏省徐州市户部山崔家巷2号,88
苏州好行旅游观光巴士,"120.615236,31.33745",江苏省苏州市姑苏区苏州站北广场旅游集散中心（城市候机楼2楼）,53
杨柳村,"118.477419,32.057918",江苏省南京市江宁区,86
宜兴竹海国际氡泉,"119.709881,31.179397",江苏省无锡宜兴市宜兴竹海国际会议中心酒店，宜兴竹海风景区斜对面，近竹海公园,82
二郎神文化遗迹公园,"119.333924,34.131565",江苏省连云港市灌南县城北1公里五龙口旅游度假区内,45
四方当代美术馆,"118.656946,32.115971",江苏省南京市浦口区珍七路9号,86
MC精品真人密室逃脱（吴江店）,"120.62573,31.144734",江苏省苏州市吴江区松陵镇开平路2188号吾悦广场外街东北角二楼F135,34
金蛤岛温泉酒店,"120.999488,32.567005",江苏省南通市如东县沿海经济开发区金蛤大道东侧,8
凤凰泉国际体育旅游度假中心,"118.609275,33.192386",江苏省淮安市洪泽县老子山镇温泉路1号,86
龙寺农业生态园,"120.242691,31.450147",江苏省无锡大浮镇军北村盘龙路,89
今世缘旅游景区,"119.194306,34.012478",江苏省淮安市涟水县高沟镇今世缘大道1号,56
阳澄湖,"120.815427,31.419135",江苏省苏州市昆山市巴城镇湖滨中路15号世纪大楼,93
盐城万龙游乐园,"120.122401,33.380596",江苏省盐城市亭湖区建军西路3号,45
东台西溪古城,"120.29721,32.842293",江苏省盐城市东台市西溪旅游文化景区,54
创想机器人博物馆,"120.588803,31.192293",江苏省苏州市吴中区友翔路18号,2
南京大学,"118.78664440498,32.062063905071",江苏省南京市鼓楼区汉口路22号,52
文峰公园海洋乐园,"120.883997,32.014718",江苏省南通市崇川区文峰路2号(文峰公园内),78
大海陶艺馆,"120.905674,31.976767",江苏省南通崇川区中南老街8-102二楼,78
河阳山歌馆,"120.645494,31.773114",江苏省苏州市张家港市凤凰镇西凤路,31
云龙山,"117.177517,34.236874",中国江苏徐州市王陵路,30
平江路,"121.177671,31.63648",江苏省苏州市太仓市,10
蒋介石温泉别墅,"119.070393,32.059092",江苏省南京市江宁区汤山温泉路3号,66
张省艺术馆,"120.881748,31.273841",江苏省苏州市吴中区甪直镇江南文化园东南角,35
双桥,"120.849888,31.114213",江苏省苏州市昆山市周庄镇,53
中国米芾书法公园,"119.396847,32.133523",江苏省镇江市丹徒新城十里长山文化园西北侧,4
南京汤山温泉宾馆,"119.066698,32.063162",江苏省南京汤山汤泉西路1号（汤山客运站）,87
溧阳吴楚农耕文化园,"119.509799,31.241193",江苏省常州溧阳市横涧镇黄岗岭村,42
盛泽湖休闲度假区,"120.714797,31.462919",江苏省苏州市相城区古城北部的阳澄湖畔,68
泰州凤城河学政试院景区,"119.927373,32.496116",江苏省泰州市海陵区府前路2号,43
里运河游船,"119.045682,33.598811",江苏省省淮安市清河区轮埠路闸口游船码头,64
佳农探趣科普体验园,"119.78745,31.800892",江苏省常州市钟楼区邹区镇琵琶墩村（佳农探趣休闲生态园）,63
1912街区,"118.803255,32.052582",南京市玄武区长江后街与太平北路组成的L型街区,76
泉山森林公园,"117.17212538453,34.223769470143",江苏省徐州市泉山区,4
江淮文化园,"120.469987,32.563233",江苏省南通市海安县凤山北路33号,63
同里珍珠塔,"120.72383279884,31.164184888722",江苏省苏州市同里镇,51
凤鸣海风景区,"117.511051,34.446019",江苏省徐州市贾汪区山水大道凤鸣路1号,53
真人CS拓展联盟（阳澄湖水上公园基地）,"120.869573,31.464898",江苏省苏州市昆山市巴城镇巴解路阳澄湖水上公园拓展基地,6
城隍庙,"120.625478,31.317197",江苏省苏州市平江区景德路94号,31
菲拉拉漫温泉,"0.0,0.0",江苏省张家港市杨舍镇东环路68号城南大厦3楼菲拉拉漫温泉,4
稳强温泉,"120.038737,33.287632",江苏省盐城市盐都区郭猛镇杨侍村,42
韩国7D电影互动体验馆,"118.994526,31.650605",江苏省南京市溧水县洪蓝镇天生桥景区内,84
扬州蜀岗西峰真人CS基地,"119.41197330537,32.424226070666",江苏省扬州市蜀冈—瘦西湖风景名胜区维扬路555路。,36
傅家边科技园,"119.036051,31.568985",江苏省南京市溧水县洪蓝镇,71
包山禅寺,"120.297903,31.11708",江苏省苏州市吴中区金庭镇,59
铜观音寺,"120.392831,31.302306",江苏省苏州市吴中区光福镇下街,2
司徒庙,"120.3802,31.294345",江苏省苏州市光福镇香雪村香雪海停车场东侧,10
虹饮山房,"120.518176,31.257208",江苏省苏州市吴中区木渎镇山塘街,71
和乐汤,"120.941793,31.386994",江苏省苏州市昆山市前进西路1088号(凯迪城北面)。,41
丝绸博物馆,"120.625114,31.329239",江苏苏州市人民路661号,95
国防园军事体验中心,"118.763005,32.058786",江苏省南京市虎踞路87号,92
常州太湖修心谷,"120.073075,31.480297",江苏省常州市武进区雪堰镇环太湖路208号,31
禹王庙,"120.222247,31.1297",江苏省苏州金庭镇林屋洞景区,39
胥王山庄,"120.492781,31.21824",江苏省苏州市吴中区胥口镇胥进路,47
北寺塔,"120.626225,31.329161",江苏省苏州市平江区人民路1918号,95
唐寅园,"120.598425,31.283602",江苏省苏州市沧浪区解放西路146号,53
宜兴紫泥公社,"119.855626,31.253512",江苏省无锡宜兴市丁蜀镇汤蜀路108号,83
玄妙观,"120.625664,31.313951",中国江苏苏州古城中心,42
汉花缘景区,"120.208331,33.268047",江苏省盐城市城南新区西环路8号汉花缘花样年华景区,50
锦尚温泉,"119.069035,32.056421",江苏省南京市江宁区温泉路9号,72
加州阳光海岸,"119.463937,32.805308",江苏省扬州市高邮市秦邮路146号加洲城市广场5楼,69
同兴当铺,"119.705382,32.92017",江苏省扬州市高邮市人民路19号,2
平江路昆曲馆,"120.641808,31.331137",江苏省苏州市平江区平江路189号二楼,71
朱自清故居,"119.456237,32.39939",江苏省扬州市广陵区安乐巷27号,53
罗汉寺,"120.296257,31.106885",江苏省苏州市吴中区金庭镇秉场村罗汉坞,31
丝博园,"120.610819,30.896547",江苏省苏州市吴江市盛泽镇坛丘区丝厂路12号,68
九龙灌浴,"120.106616,31.430964",江苏省无锡市滨湖区马山灵山路灵山胜景景区内,84
张家港公园,"120.53591,31.868229",江苏省苏州张家港市西环路,73
小隆中,"120.457989,31.259755",江苏省苏州市吴中区穹窿山风景管理区印泉路,82
中华红枫园,"120.237866,32.128541",江苏省泰州市泰兴市广陵镇顾周村中华红枫园景区,90
紫金山天文台,"118.859534,32.055593",江苏省南京市玄武区钟山风景区内,54
观前街,"120.627902,31.316957",江苏省苏州市沧浪区,87
久红农业生态观光园,"119.696604,31.677202",江苏省常州市金坛市尧塘镇南汤村168号,74
罗星洲,"120.746381,31.164877",江苏省苏州吴江市同里镇,74
泰州华侨城云海湿地体育公园,"120.082437,32.621708",江苏省泰州市姜堰溱湖大道2号,89
河下古镇,"119.140486,33.538233",江苏省淮安市淮安区,2
常州浅草文化汤,"119.569586,31.751591",江苏省常州市金坛区西环一路（金城商业广场118号）,89
永利温泉,"119.397282,32.371023",江苏省扬州市润扬中路绿地缤纷城五楼,54
盐城新四军纪念馆,"120.168233,33.393908",江苏省盐城市亭湖区建军东路159号,97
澄虚道院,"120.855498,31.118388",江苏省苏州昆山市周庄镇中市街82号,33
雨花台烈士陵园,"118.785604,32.009884",江苏省南京市雨花西路215号,44
悦珑泉,"120.742671,31.678865",江苏省苏州市常熟市报慈北路218号(四季花园酒店),54
苏皖边区政府旧址,"119.035101,33.59531",江苏省淮安市清浦区淮海南路30号,74
扬州园博会（园博园）,"119.089561,32.344742",江苏省扬州市仪征枣林湾生态园区,4
自然有意思科学探索馆,"119.985842,31.846089",常州市武进区武宜北路星河COCOCity,40
高淳国际慢城长春农家,"119.089721,31.418771",南京市高淳县桠溪镇蓝溪村大山下84号,63
傅家边农业科技园,"119.032559,31.569031",江苏省南京市溧水区洪蓝镇东南面,76
壕熊庄园,"119.826811,31.908176",常州市新北区罗溪镇通达路99号,57
泰州梅兰芳纪念馆,"119.937147,32.491039",江苏省泰州市海陵区迎春东路90号,12
洋河酒厂（泗阳基地）工业旅游区,"118.799603,33.719456",江苏省宿迁市泗阳县来安中大街118号,67
汤怡休闲温泉,"119.040347,31.638785",江苏省南京市溧水区永阳街道体育公园路77号嘉德园7幢101室,37
兆隆林海湾,"119.217731,34.550907",江苏省连云港市海州区迎宾大道88号,91
江苏省第十届园艺博览会,"119.089215,32.345779",江苏省仪征枣林湾旅游度假区内,2
中山故事馆,"118.851184,32.057844",江苏省南京玄武区中山陵风景区石象路8号（海底世界旁）,85
李长乐故居,"119.450537,32.402388",江苏省扬州市广陵区东关街357号长乐客栈,62
松岭部落,"119.49663,31.220499",江苏省常州市溧阳市戴埠镇横涧村竹海漂流上站旁,65
武当行宫,"119.451948,32.403702",江苏省扬州市广陵区东关街300号（长乐客栈对面）,47
东方汤泉,"117.984488,34.342451",江苏省徐州市邳州市福州路6号东方国贸,52
逸圃,"119.449348,32.403848",江苏省扬州市广陵区东关街356号（长乐客栈对面）,79
镇江句容正伊洗浴,"119.114945,32.020453",江苏省镇江市句容经济开发区黄梅新村碧桂园大道2号酒店三楼,75
